Word,NER,Sentence ID,Sentence,Document ID,Document
City,MISC,37,"At the time facilities are required to be audited and comply with retro commissioning requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances, facilities shall obtain LEED TM Existing Buildings: Operation & Maintenance or the most recent equivalent.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Land Development Code,MISC,37,"At the time facilities are required to be audited and comply with retro commissioning requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances, facilities shall obtain LEED TM Existing Buildings: Operation & Maintenance or the most recent equivalent.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
City,MISC,37,"At the time facilities are required to be audited and comply with retro commissioning requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances, facilities shall obtain LEED TM Existing Buildings: Operation & Maintenance or the most recent equivalent.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
of Atlanta,LOC,37,"At the time facilities are required to be audited and comply with retro commissioning requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances, facilities shall obtain LEED TM Existing Buildings: Operation & Maintenance or the most recent equivalent.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Code of Ordinances,MISC,37,"At the time facilities are required to be audited and comply with retro commissioning requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances, facilities shall obtain LEED TM Existing Buildings: Operation & Maintenance or the most recent equivalent.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
LEED TM,MISC,37,"At the time facilities are required to be audited and comply with retro commissioning requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances, facilities shall obtain LEED TM Existing Buildings: Operation & Maintenance or the most recent equivalent.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,38,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 3, 7-26-17 ) Sec. 75-20. - Procedures and responsibilities.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,38,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 3, 7-26-17 ) Sec. 75-20. - Procedures and responsibilities.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,38,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 3, 7-26-17 ) Sec. 75-20. - Procedures and responsibilities.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,38,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 3, 7-26-17 ) Sec. 75-20. - Procedures and responsibilities.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
LEED TM,MISC,42,(c) The commissioners of all city departments or their designee(s) are responsible for completing LEED TM training.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,43,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 4, 7-26-17 ) Sec. 75-21. - Budgeting and financing.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,43,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 4, 7-26-17 ) Sec. 75-21. - Budgeting and financing.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,43,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 4, 7-26-17 ) Sec. 75-21. - Budgeting and financing.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,43,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 4, 7-26-17 ) Sec. 75-21. - Budgeting and financing.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
LEED TM,MISC,44,All capital construction which falls under this policy is required to budget LEED TM design standards in the conceptual development of a city funded facility and/or the CDP/CIP process through the department of planning.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
LEED TM Silver Certifica,MISC,45,Budget planning and life cycle cost analysis to achieve LEED TM Silver Certification and LEED TM Existing Buildings: Operations & Maintenance Certification is required.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
LEED TM Exist,MISC,45,Budget planning and life cycle cost analysis to achieve LEED TM Silver Certification and LEED TM Existing Buildings: Operations & Maintenance Certification is required.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Buildings,MISC,45,Budget planning and life cycle cost analysis to achieve LEED TM Silver Certification and LEED TM Existing Buildings: Operations & Maintenance Certification is required.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Certification,MISC,45,Budget planning and life cycle cost analysis to achieve LEED TM Silver Certification and LEED TM Existing Buildings: Operations & Maintenance Certification is required.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,46,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 5, 7-26-17 ) Sec. 75-22. - Training.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,46,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 5, 7-26-17 ) Sec. 75-22. - Training.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,46,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 5, 7-26-17 ) Sec. 75-22. - Training.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
LEED TM,MISC,47,LEED TM training will be coordinated through the office of buildings or designee and/or other sponsoring departments.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,48,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 6, 7-26-17 ) Sec. 75-23. - Request for proposal.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,48,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 6, 7-26-17 ) Sec. 75-23. - Request for proposal.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,48,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 6, 7-26-17 ) Sec. 75-23. - Request for proposal.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,48,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 6, 7-26-17 ) Sec. 75-23. - Request for proposal.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,50,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03) Sec. 75-24. - Implementation.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
CIP,MISC,51,"(a) The sustainable development design standards shall be forwarded to the department of planning and community development for review consistent with the above referenced policy objectives, and incorporated in the CDP and CIP process.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
-,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,54,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-14(17-O-1157) , § 6, 4-26-17; Ord. No. 2017-42(17-O-1218), § 7, 7-26-17 ) Sec. 75-25. - Exemptions.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
City of,ORG,57,These projects shall implement City of Atlanta Sustainable Development Design Guidelines and strategies to the maximum extent practicable.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Atlanta,LOC,57,These projects shall implement City of Atlanta Sustainable Development Design Guidelines and strategies to the maximum extent practicable.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Development Design Guide,MISC,57,These projects shall implement City of Atlanta Sustainable Development Design Guidelines and strategies to the maximum extent practicable.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
City of Atlanta Sustainable Development Design Guidelines,MISC,58,"Even though projects may become exempt from the city's required sustainable development design guidelines, project managers and design teams are encouraged to apply the relevant portions of City of Atlanta Sustainable Development Design Guidelines and to develop goals that increase the environmental, social, and economic benefits of the project.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
City,MISC,59,"In addition, all exempted projects shall comply with benchmarking requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Land Development Code,MISC,59,"In addition, all exempted projects shall comply with benchmarking requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
City of Atlanta,LOC,59,"In addition, all exempted projects shall comply with benchmarking requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Code of Ordinances,MISC,59,"In addition, all exempted projects shall comply with benchmarking requirements per Part 8, Chapter 2, Article J of the City's Land Development Code, Part III of the City of Atlanta Code of Ordinances.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,60,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 ) Sec. 75-26. - Facility design prerequisites.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,60,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 ) Sec. 75-26. - Facility design prerequisites.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
-,MISC,60,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 ) Sec. 75-26. - Facility design prerequisites.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,60,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 ) Sec. 75-26. - Facility design prerequisites.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,60,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 8, 7-26-17 ) Sec. 75-26. - Facility design prerequisites.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
USGBC,ORG,61,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city funded projects shall include the following prerequisites when designing a facility (as consistent with the USGBC LEED TM Rating Standards): (1) Compliance with Atlanta Code of Ordinances, Article II, Section 74-35, Erosion and Sedimentation Control.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
LEED TM,MISC,61,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city funded projects shall include the following prerequisites when designing a facility (as consistent with the USGBC LEED TM Rating Standards): (1) Compliance with Atlanta Code of Ordinances, Article II, Section 74-35, Erosion and Sedimentation Control.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Standard,MISC,61,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city funded projects shall include the following prerequisites when designing a facility (as consistent with the USGBC LEED TM Rating Standards): (1) Compliance with Atlanta Code of Ordinances, Article II, Section 74-35, Erosion and Sedimentation Control.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Atlanta Code of Ordinances,MISC,61,"All city departments and offices and their contractors responsible for financing, planning, designing, developing, constructing and managing city funded projects shall include the following prerequisites when designing a facility (as consistent with the USGBC LEED TM Rating Standards): (1) Compliance with Atlanta Code of Ordinances, Article II, Section 74-35, Erosion and Sedimentation Control.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,70,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 9, 7-26-17 ) Sec. 75-27. -",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,70,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 9, 7-26-17 ) Sec. 75-27. -",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,70,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 9, 7-26-17 ) Sec. 75-27. -",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
No,MISC,70,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 9, 7-26-17 ) Sec. 75-27. -",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
City of Atlanta,LOC,72,"(a) No commercial operation located in a public building or public facility owned or operated by the City of Atlanta, pursuant to a lease or contractual agreement, shall make available to the public any non-compostable single use serviceware.",2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
City of Atlanta,LOC,79,(e) Nothing in this section shall be construed to apply prohibitions contained herein to the holders of licenses or permits issued by the City of Atlanta pursuant to its interest in regulating certain activities through the lawful exercise of its police powers.,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")"
Ord,MISC,3,"Footnotes: --- (1) --- Editor's note— Ord. No. 2003-108, § 2(Exh. A), approved Dec. 9, 2003, amended ch. 75 in its entirety to read as herein set out.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord. No,MISC,4,"Formerly, said chapter pertained to similar subject matter as enacted by Ord. No. 2003-93, § 2(Exh. A), approved May 27, 2003.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
-93,MISC,4,"Formerly, said chapter pertained to similar subject matter as enacted by Ord. No. 2003-93, § 2(Exh. A), approved May 27, 2003.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
City,ORG,6,"(a) The City of Atlanta shall integrate green and/or sustainable building principles and practices into the design, construction, and operations of all city facilities, and city-funded projects to the fullest extent possible and at minimum to the extent described in section 75-19.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
of Atlanta,LOC,6,"(a) The City of Atlanta shall integrate green and/or sustainable building principles and practices into the design, construction, and operations of all city facilities, and city-funded projects to the fullest extent possible and at minimum to the extent described in section 75-19.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,11,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 1, 7-26-17 ) Secs. 75-2—75-15. - Reserved.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
No,MISC,11,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 1, 7-26-17 ) Secs. 75-2—75-15. - Reserved.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,11,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03; Ord. No. 2017-42(17-O-1218), § 1, 7-26-17 ) Secs. 75-2—75-15. - Reserved.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
City of Atlanta,ORG,13,"The purpose of the City of Atlanta's policy on sustainable building is to require the city's commitment to environmental, economic, and social stewardship, to yield cost savings to the city taxpayers through reduced operating costs, to provide healthy and productive work environments for staff and visitors, and to contribute to the city's goals of protecting, conserving, and enhancing the region's environmental resources.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,15,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03) Sec. 75-17. - Organizations affected.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
Ord,MISC,17,"(Ord. No. 2003-108, § 2(Exh. A), 12-9-03) Sec. 75-18. - Definitions.",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
LEEDTM,MISC,25,"LEEDTMrating system: LEED TM stands for Leadership in Energy and Environmental Design, and is a voluntary, consensus-based, market-driven green building rating system developed by the U.S. Green Building Council (USGBC).",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
LEED TM,MISC,25,"LEEDTMrating system: LEED TM stands for Leadership in Energy and Environmental Design, and is a voluntary, consensus-based, market-driven green building rating system developed by the U.S. Green Building Council (USGBC).",3,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-28-2023_Codes.txt"")"
